country,year,sectorName,Population,GDP_USD,gdp_per_capita,NOx,SOx
Germany,1990,"Other, Mobile (including military, land based and recreational boats)",79433029.0,1778162195860.0654,22385.677825027487,41.1736,3.4701
Germany,1990,Petroleum refining,79433029.0,1778162195860.0654,22385.677825027487,36.8372,161.494
Germany,1990,Pipeline transport,79433029.0,1778162195860.0654,22385.677825027487,3.98705,0.00272286
Germany,1990,Public electricity and heat production,79433029.0,1778162195860.0654,22385.677825027487,464.365,2435.31
Germany,1990,Pulp and paper industry,79433029.0,1778162195860.0654,22385.677825027487,2.21,33.5475
Germany,1990,Railways,79433029.0,1778162195860.0654,22385.677825027487,45.4881,8.26854
Germany,1990,Residential: Household and gardening (mobile),79433029.0,1778162195860.0654,22385.677825027487,0.0814518,0.0219985
Germany,1990,Residential: Stationary,79433029.0,1778162195860.0654,22385.677825027487,90.2872,607.8
Germany,1990,Road paving with asphalt,79433029.0,1778162195860.0654,22385.677825027487,0.75,1.5
Germany,1990,Road transport: Heavy duty vehicles and buses,79433029.0,1778162195860.0654,22385.677825027487,482.148,34.7746
Germany,1990,Road transport: Light duty vehicles,79433029.0,1778162195860.0654,22385.677825027487,32.8169,2.97985
Germany,1990,Road transport: Mopeds & motorcycles,79433029.0,1778162195860.0654,22385.677825027487,2.48532,0.228276
Germany,1990,Road transport: Passenger cars,79433029.0,1778162195860.0654,22385.677825027487,795.978,34.1977
Germany,1990,Sewage sludge applied to soils,79433029.0,1778162195860.0654,22385.677825027487,1.08094,
Germany,1990,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",79433029.0,1778162195860.0654,22385.677825027487,3.5962,13.2513
Germany,1990,Stationary combustion in manufacturing industries and construction: Iron and steel,79433029.0,1778162195860.0654,22385.677825027487,50.315,39.5263
Germany,1990,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,79433029.0,1778162195860.0654,22385.677825027487,2.21315,6.86326
Germany,1990,Stationary combustion in manufacturing industries and construction: Non-metallic minerals,79433029.0,1778162195860.0654,22385.677825027487,2.63684,11.1155
Germany,1990,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),79433029.0,1778162195860.0654,22385.677825027487,201.214,832.303
Germany,1990,Titanium dioxide production,79433029.0,1778162195860.0654,22385.677825027487,0.03682,2.58
Germany,1990,Urine and dung deposited by grazing animals,79433029.0,1778162195860.0654,22385.677825027487,8.84265,
Germany,1990,"Venting and flaring (oil, gas, combined oil and gas)",79433029.0,1778162195860.0654,22385.677825027487,7.60404,12.2572
Germany,1990,Zinc production,79433029.0,1778162195860.0654,22385.677825027487,,0.5049
Germany,1991,Adipic acid production,80013896.0,1875792575132.587,23443.33508185362,0.0965472,
Germany,1991,Agriculture other (please specify in the IIR),80013896.0,1875792575132.587,23443.33508185362,0.000189514,
Germany,1991,Agriculture/Forestry/Fishing: National fishing,80013896.0,1875792575132.587,23443.33508185362,0.333579,0.162356
Germany,1991,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,80013896.0,1875792575132.587,23443.33508185362,66.2004,4.49632
Germany,1991,Agriculture/Forestry/Fishing: Stationary,80013896.0,1875792575132.587,23443.33508185362,4.28085,14.589
Germany,1991,Aluminium production,80013896.0,1875792575132.587,23443.33508185362,0.6903,7.17912
Germany,1991,Ammonia production,80013896.0,1875792575132.587,23443.33508185362,2.41095,
Germany,1991,Animal manure applied to soils,80013896.0,1875792575132.587,23443.33508185362,40.9946,
Germany,1991,Cement production,80013896.0,1875792575132.587,23443.33508185362,33.7566,7.98542
Germany,1991,Chemical industry: Other (please specify in the IIR),80013896.0,1875792575132.587,23443.33508185362,,22.4717
Germany,1991,Commercial/Institutional: Mobile,80013896.0,1875792575132.587,23443.33508185362,11.0801,0.434581
Germany,1991,Commercial/Institutional: Stationary,80013896.0,1875792575132.587,23443.33508185362,45.0279,205.913
Germany,1991,Copper production,80013896.0,1875792575132.587,23443.33508185362,,3.4644
Germany,1991,Cremation,80013896.0,1875792575132.587,23443.33508185362,0.155196,0.0212571
Germany,1991,Domestic aviation LTO (civil),80013896.0,1875792575132.587,23443.33508185362,2.69142,0.166377
Germany,1991,Domestic aviation cruise (civil),80013896.0,1875792575132.587,23443.33508185362,7.46757,0.393319
Germany,1991,Forest fires,80013896.0,1875792575132.587,23443.33508185362,0.129051,0.0309723
Germany,1991,Fugitive emission from solid fuels: Solid fuel transformation,80013896.0,1875792575132.587,23443.33508185362,0.347133,2.35484
Germany,1991,"Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",80013896.0,1875792575132.587,23443.33508185362,0.077044,0.00518
Germany,1991,Fugitive emissions oil: Refining and storage,80013896.0,1875792575132.587,23443.33508185362,0.278979,5.08717
Germany,1991,Glass production,80013896.0,1875792575132.587,23443.33508185362,29.8941,15.0746
Germany,1991,Inorganic N-fertilizers (includes also urea application),80013896.0,1875792575132.587,23443.33508185362,80.2042,
Germany,1991,International aviation LTO (civil),80013896.0,1875792575132.587,23443.33508185362,3.81233,0.250384
Germany,1991,International aviation cruise (civil),80013896.0,1875792575132.587,23443.33508185362,46.4112,2.92062
Germany,1991,International maritime navigation,80013896.0,1875792575132.587,23443.33508185362,117.165,90.715
Germany,1991,Iron and steel production,80013896.0,1875792575132.587,23443.33508185362,4.37256,9.90953
Germany,1991,Lead production,80013896.0,1875792575132.587,23443.33508185362,,0.74415
Germany,1991,Lime production,80013896.0,1875792575132.587,23443.33508185362,8.58622,1.36447
Germany,1991,Manufacture of solid fuels and other energy industries,80013896.0,1875792575132.587,23443.33508185362,91.1262,571.775
Germany,1991,Manure management - Broilers,80013896.0,1875792575132.587,23443.33508185362,0.00558361,
Germany,1991,Manure management - Dairy cattle,80013896.0,1875792575132.587,23443.33508185362,0.787435,
Germany,1991,Manure management - Goats,80013896.0,1875792575132.587,23443.33508185362,0.00217911,
Germany,1991,Manure management - Horses,80013896.0,1875792575132.587,23443.33508185362,0.241273,
Germany,1991,Manure management - Laying hens,80013896.0,1875792575132.587,23443.33508185362,0.0130648,
Germany,1991,Manure management - Non-dairy cattle,80013896.0,1875792575132.587,23443.33508185362,0.719372,
Germany,1991,Manure management - Other animals (please specify in the IIR),80013896.0,1875792575132.587,23443.33508185362,0.00750225,
Germany,1991,Manure management - Other poultry,80013896.0,1875792575132.587,23443.33508185362,0.00260252,
Germany,1991,Manure management - Sheep,80013896.0,1875792575132.587,23443.33508185362,0.0385296,
Germany,1991,Manure management - Swine,80013896.0,1875792575132.587,23443.33508185362,0.330102,
Germany,1991,Manure management - Turkeys,80013896.0,1875792575132.587,23443.33508185362,0.00363299,
Germany,1991,Mobile combustion in manufacturing industries and construction (please specify in the IIR),80013896.0,1875792575132.587,23443.33508185362,33.7021,2.00601
Germany,1991,National navigation (shipping),80013896.0,1875792575132.587,23443.33508185362,51.2933,8.98358
Germany,1991,Nitric acid production,80013896.0,1875792575132.587,23443.33508185362,10.3961,
Germany,1991,Open burning of waste,80013896.0,1875792575132.587,23443.33508185362,0.5906,0.0128391
Germany,1991,Other natural emissions (please specify in the IIR),80013896.0,1875792575132.587,23443.33508185362,1.21825,
Germany,1991,Other organic fertilisers applied to soils (including compost),80013896.0,1875792575132.587,23443.33508185362,0.548171,
Germany,1991,Other product use (please specify in the IIR),80013896.0,1875792575132.587,23443.33508185362,0.310674,0.0600654
Germany,1991,Other stationary (including military),80013896.0,1875792575132.587,23443.33508185362,4.41641,38.7808
Germany,1991,"Other, Mobile (including military, land based and recreational boats)",80013896.0,1875792575132.587,23443.33508185362,24.1073,1.3504
Germany,1991,Petroleum refining,80013896.0,1875792575132.587,23443.33508185362,32.5957,125.667
Germany,1991,Pipeline transport,80013896.0,1875792575132.587,23443.33508185362,4.01097,0.00286118
Germany,1991,Public electricity and heat production,80013896.0,1875792575132.587,23443.33508185362,414.748,1908.76
Germany,1991,Pulp and paper industry,80013896.0,1875792575132.587,23443.33508185362,1.738,2.30662
Germany,1991,Railways,80013896.0,1875792575132.587,23443.33508185362,38.9599,2.82817
Germany,1991,Residential: Household and gardening (mobile),80013896.0,1875792575132.587,23443.33508185362,0.100073,0.0242014
Germany,1991,Residential: Stationary,80013896.0,1875792575132.587,23443.33508185362,90.9945,347.13
Germany,1991,Road paving with asphalt,80013896.0,1875792575132.587,23443.33508185362,0.8325,1.665
Germany,1991,Road transport: Heavy duty vehicles and buses,80013896.0,1875792575132.587,23443.33508185362,508.21,28.1237
Germany,1991,Road transport: Light duty vehicles,80013896.0,1875792575132.587,23443.33508185362,35.5484,2.85662
Germany,1991,Road transport: Mopeds & motorcycles,80013896.0,1875792575132.587,23443.33508185362,2.66415,0.222894
Germany,1991,Road transport: Passenger cars,80013896.0,1875792575132.587,23443.33508185362,710.132,30.2082
Germany,1991,Sewage sludge applied to soils,80013896.0,1875792575132.587,23443.33508185362,1.08094,
Germany,1991,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",80013896.0,1875792575132.587,23443.33508185362,3.33237,11.6611
Germany,1991,Stationary combustion in manufacturing industries and construction: Iron and steel,80013896.0,1875792575132.587,23443.33508185362,43.2039,34.975
Germany,1991,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,80013896.0,1875792575132.587,23443.33508185362,1.53393,3.63477
Germany,1991,Stationary combustion in manufacturing industries and construction: Non-metallic minerals,80013896.0,1875792575132.587,23443.33508185362,2.02835,4.47167
Germany,1991,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),80013896.0,1875792575132.587,23443.33508185362,158.504,522.263
Germany,1991,Titanium dioxide production,80013896.0,1875792575132.587,23443.33508185362,0.034716,2.35
Germany,1991,Urine and dung deposited by grazing animals,80013896.0,1875792575132.587,23443.33508185362,8.09241,
Germany,1991,"Venting and flaring (oil, gas, combined oil and gas)",80013896.0,1875792575132.587,23443.33508185362,6.29096,10.2093
Germany,1991,Zinc production,80013896.0,1875792575132.587,23443.33508185362,,0.5346
Germany,1992,Adipic acid production,80624598.0,2141377582968.0647,26559.85438796315,0.112363,
Germany,1992,Agriculture other (please specify in the IIR),80624598.0,2141377582968.0647,26559.85438796315,0.000253973,
Germany,1992,Agriculture/Forestry/Fishing: National fishing,80624598.0,2141377582968.0647,26559.85438796315,0.328587,0.159926
Germany,1992,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,80624598.0,2141377582968.0647,26559.85438796315,65.1886,4.40602
Germany,1992,Agriculture/Forestry/Fishing: Stationary,80624598.0,2141377582968.0647,26559.85438796315,3.76875,9.81808
Germany,1992,Aluminium production,80624598.0,2141377582968.0647,26559.85438796315,0.6028,6.26912
Germany,1992,Ammonia production,80624598.0,2141377582968.0647,26559.85438796315,2.40371,
Germany,1992,Animal manure applied to soils,80624598.0,2141377582968.0647,26559.85438796315,40.5127,
Germany,1992,Cement production,80624598.0,2141377582968.0647,26559.85438796315,35.4832,8.39387
Germany,1992,Chemical industry: Other (please specify in the IIR),80624598.0,2141377582968.0647,26559.85438796315,,22.0701
Germany,1992,Commercial/Institutional: Mobile,80624598.0,2141377582968.0647,26559.85438796315,8.00551,0.236533
Germany,1992,Commercial/Institutional: Stationary,80624598.0,2141377582968.0647,26559.85438796315,38.9706,124.363
Germany,1992,Copper production,80624598.0,2141377582968.0647,26559.85438796315,,2.8928
Germany,1992,Cremation,80624598.0,2141377582968.0647,26559.85438796315,0.158201,0.0216688
Germany,1992,Domestic aviation LTO (civil),80624598.0,2141377582968.0647,26559.85438796315,2.89591,0.171571
Germany,1992,Domestic aviation cruise (civil),80624598.0,2141377582968.0647,26559.85438796315,8.07454,0.409149
Germany,1992,Forest fires,80624598.0,2141377582968.0647,26559.85438796315,0.687737,0.165057
Germany,1992,Fugitive emission from solid fuels: Solid fuel transformation,80624598.0,2141377582968.0647,26559.85438796315,0.344267,2.20024
Germany,1992,"Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",80624598.0,2141377582968.0647,26559.85438796315,0.0781484,0.0077
Germany,1992,Fugitive emissions oil: Refining and storage,80624598.0,2141377582968.0647,26559.85438796315,0.312882,4.90987
Germany,1992,Glass production,80624598.0,2141377582968.0647,26559.85438796315,26.4629,13.9404
Germany,1992,Inorganic N-fertilizers (includes also urea application),80624598.0,2141377582968.0647,26559.85438796315,75.5581,
Germany,1992,International aviation LTO (civil),80624598.0,2141377582968.0647,26559.85438796315,4.41808,0.287939
Germany,1992,International aviation cruise (civil),80624598.0,2141377582968.0647,26559.85438796315,49.5992,3.15236
Germany,1992,International maritime navigation,80624598.0,2141377582968.0647,26559.85438796315,95.7255,72.8899
Germany,1992,Iron and steel production,80624598.0,2141377582968.0647,26559.85438796315,4.08392,9.21097
Germany,1992,Lead production,80624598.0,2141377582968.0647,26559.85438796315,,0.7257
Germany,1992,Lime production,80624598.0,2141377582968.0647,26559.85438796315,8.63608,1.36433
Germany,1992,Manufacture of solid fuels and other energy industries,80624598.0,2141377582968.0647,26559.85438796315,68.829,460.457
Germany,1992,Manure management - Broilers,80624598.0,2141377582968.0647,26559.85438796315,0.00583225,
Germany,1992,Manure management - Dairy cattle,80624598.0,2141377582968.0647,26559.85438796315,0.749272,
Germany,1992,Manure management - Goats,80624598.0,2141377582968.0647,26559.85438796315,0.00228047,
Germany,1992,Manure management - Horses,80624598.0,2141377582968.0647,26559.85438796315,0.250788,
Germany,1992,Manure management - Laying hens,80624598.0,2141377582968.0647,26559.85438796315,0.011935,
Germany,1992,Manure management - Non-dairy cattle,80624598.0,2141377582968.0647,26559.85438796315,0.70323,
Germany,1992,Manure management - Other animals (please specify in the IIR),80624598.0,2141377582968.0647,26559.85438796315,0.00734821,
Germany,1992,Manure management - Other poultry,80624598.0,2141377582968.0647,26559.85438796315,0.00238882,
Germany,1992,Manure management - Sheep,80624598.0,2141377582968.0647,26559.85438796315,0.0357263,
Germany,1992,Manure management - Swine,80624598.0,2141377582968.0647,26559.85438796315,0.345982,
Germany,1992,Manure management - Turkeys,80624598.0,2141377582968.0647,26559.85438796315,0.00383896,
Germany,1992,Mobile combustion in manufacturing industries and construction (please specify in the IIR),80624598.0,2141377582968.0647,26559.85438796315,20.0619,1.21018
Germany,1992,National navigation (shipping),80624598.0,2141377582968.0647,26559.85438796315,52.5,8.3948
Germany,1992,Nitric acid production,80624598.0,2141377582968.0647,26559.85438796315,10.0788,
Germany,1992,Open burning of waste,80624598.0,2141377582968.0647,26559.85438796315,0.585875,0.0127364
Germany,1992,Other natural emissions (please specify in the IIR),80624598.0,2141377582968.0647,26559.85438796315,1.0175,
Germany,1992,Other organic fertilisers applied to soils (including compost),80624598.0,2141377582968.0647,26559.85438796315,0.783676,
Germany,1992,Other product use (please specify in the IIR),80624598.0,2141377582968.0647,26559.85438796315,0.292757,0.0919838
Germany,1992,Other stationary (including military),80624598.0,2141377582968.0647,26559.85438796315,3.25208,21.7143
Germany,1992,"Other, Mobile (including military, land based and recreational boats)",80624598.0,2141377582968.0647,26559.85438796315,22.2808,1.14828
Germany,1992,Petroleum refining,80624598.0,2141377582968.0647,26559.85438796315,32.5591,114.013
Germany,1992,Pipeline transport,80624598.0,2141377582968.0647,26559.85438796315,3.78884,0.0028287
Germany,1992,Public electricity and heat production,80624598.0,2141377582968.0647,26559.85438796315,364.414,1685.66
Germany,1992,Pulp and paper industry,80624598.0,2141377582968.0647,26559.85438796315,1.486,1.6085
Germany,1992,Railways,80624598.0,2141377582968.0647,26559.85438796315,39.3814,2.69424
Germany,1992,Residential: Household and gardening (mobile),80624598.0,2141377582968.0647,26559.85438796315,0.112775,0.0242014
Germany,1992,Residential: Stationary,80624598.0,2141377582968.0647,26559.85438796315,85.0735,243.257
Germany,1992,Road paving with asphalt,80624598.0,2141377582968.0647,26559.85438796315,0.975,1.95
Germany,1992,Road transport: Heavy duty vehicles and buses,80624598.0,2141377582968.0647,26559.85438796315,551.779,30.8916
Germany,1992,Road transport: Light duty vehicles,80624598.0,2141377582968.0647,26559.85438796315,38.0622,3.33317
Germany,1992,Road transport: Mopeds & motorcycles,80624598.0,2141377582968.0647,26559.85438796315,2.79487,0.216495
Germany,1992,Road transport: Passenger cars,80624598.0,2141377582968.0647,26559.85438796315,657.101,31.2513
Germany,1992,Sewage sludge applied to soils,80624598.0,2141377582968.0647,26559.85438796315,1.03351,
Germany,1992,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",80624598.0,2141377582968.0647,26559.85438796315,4.015,14.667
Germany,1992,Stationary combustion in manufacturing industries and construction: Iron and steel,80624598.0,2141377582968.0647,26559.85438796315,33.9303,29.4145
Germany,1992,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,80624598.0,2141377582968.0647,26559.85438796315,1.70876,3.89852
Germany,1992,Stationary combustion in manufacturing industries and construction: Non-metallic minerals,80624598.0,2141377582968.0647,26559.85438796315,2.06322,4.20853
Germany,1992,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),80624598.0,2141377582968.0647,26559.85438796315,130.741,353.983
Germany,1992,Titanium dioxide production,80624598.0,2141377582968.0647,26559.85438796315,0.0333704,1.726
Germany,1992,Urine and dung deposited by grazing animals,80624598.0,2141377582968.0647,26559.85438796315,7.75732,
Germany,1992,"Venting and flaring (oil, gas, combined oil and gas)",80624598.0,2141377582968.0647,26559.85438796315,5.44147,9.0116
Germany,1992,Zinc production,80624598.0,2141377582968.0647,26559.85438796315,,0.53865
Germany,1993,Adipic acid production,81156363.0,2078954217437.596,25616.65087724047,0.100366,
Germany,1993,Agriculture other (please specify in the IIR),81156363.0,2078954217437.596,25616.65087724047,0.000328102,
Germany,1993,Agriculture/Forestry/Fishing: National fishing,81156363.0,2078954217437.596,25616.65087724047,0.312347,0.152182
Germany,1993,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,81156363.0,2078954217437.596,25616.65087724047,66.3736,4.49403
Germany,1993,Agriculture/Forestry/Fishing: Stationary,81156363.0,2078954217437.596,25616.65087724047,4.17414,10.5631
Germany,1993,Aluminium production,81156363.0,2078954217437.596,25616.65087724047,0.551931,5.74008
Germany,1993,Ammonia production,81156363.0,2078954217437.596,25616.65087724047,2.30638,
Germany,1993,Animal manure applied to soils,81156363.0,2078954217437.596,25616.65087724047,40.7061,
Germany,1993,Cement production,81156363.0,2078954217437.596,25616.65087724047,35.6975,8.44458
Germany,1993,Chemical industry: Other (please specify in the IIR),81156363.0,2078954217437.596,25616.65087724047,,20.1447
Germany,1993,Commercial/Institutional: Mobile,81156363.0,2078954217437.596,25616.65087724047,8.47563,0.252651
Germany,1993,Commercial/Institutional: Stationary,81156363.0,2078954217437.596,25616.65087724047,36.6512,93.2878
Germany,1993,Copper production,81156363.0,2078954217437.596,25616.65087724047,,2.6115
Germany,1993,Cremation,81156363.0,2078954217437.596,25616.65087724047,0.240928,0.0329998
Germany,1993,Domestic aviation LTO (civil),81156363.0,2078954217437.596,25616.65087724047,2.74717,0.164644
Germany,1993,Domestic aviation cruise (civil),81156363.0,2078954217437.596,25616.65087724047,7.65868,0.396828
Germany,1993,Forest fires,81156363.0,2078954217437.596,25616.65087724047,0.208987,0.050157
Germany,1993,Fugitive emission from solid fuels: Solid fuel transformation,81156363.0,2078954217437.596,25616.65087724047,0.3414,1.68727
Germany,1993,"Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",81156363.0,2078954217437.596,25616.65087724047,0.07777,0.00476
Germany,1993,Fugitive emissions oil: Refining and storage,81156363.0,2078954217437.596,25616.65087724047,0.363781,5.01002
Germany,1993,Glass production,81156363.0,2078954217437.596,25616.65087724047,22.3966,12.4518
Germany,1993,Inorganic N-fertilizers (includes also urea application),81156363.0,2078954217437.596,25616.65087724047,70.3097,
Germany,1993,International aviation LTO (civil),81156363.0,2078954217437.596,25616.65087724047,4.6495,0.298439
Germany,1993,International aviation cruise (civil),81156363.0,2078954217437.596,25616.65087724047,53.1335,3.37089
Germany,1993,International maritime navigation,81156363.0,2078954217437.596,25616.65087724047,125.109,96.5128
Germany,1993,Iron and steel production,81156363.0,2078954217437.596,25616.65087724047,3.8083,8.7043
Germany,1993,Lead production,81156363.0,2078954217437.596,25616.65087724047,,0.6847
Germany,1993,Lime production,81156363.0,2078954217437.596,25616.65087724047,8.79516,1.36312
Germany,1993,Manufacture of solid fuels and other energy industries,81156363.0,2078954217437.596,25616.65087724047,58.6231,455.438
Germany,1993,Manure management - Broilers,81156363.0,2078954217437.596,25616.65087724047,0.00578624,
Germany,1993,Manure management - Dairy cattle,81156363.0,2078954217437.596,25616.65087724047,0.741685,
Germany,1993,Manure management - Goats,81156363.0,2078954217437.596,25616.65087724047,0.00233114,
Germany,1993,Manure management - Horses,81156363.0,2078954217437.596,25616.65087724047,0.266233,
Germany,1993,Manure management - Laying hens,81156363.0,2078954217437.596,25616.65087724047,0.0121258,
Germany,1993,Manure management - Non-dairy cattle,81156363.0,2078954217437.596,25616.65087724047,0.704288,
Germany,1993,Manure management - Other animals (please specify in the IIR),81156363.0,2078954217437.596,25616.65087724047,0.00727478,
Germany,1993,Manure management - Other poultry,81156363.0,2078954217437.596,25616.65087724047,0.00241849,
Germany,1993,Manure management - Sheep,81156363.0,2078954217437.596,25616.65087724047,0.0364123,
Germany,1993,Manure management - Swine,81156363.0,2078954217437.596,25616.65087724047,0.342936,
Germany,1993,Manure management - Turkeys,81156363.0,2078954217437.596,25616.65087724047,0.00410476,
Germany,1993,Mobile combustion in manufacturing industries and construction (please specify in the IIR),81156363.0,2078954217437.596,25616.65087724047,20.5432,1.2439
Germany,1993,National navigation (shipping),81156363.0,2078954217437.596,25616.65087724047,52.3216,7.86678
Germany,1993,Nitric acid production,81156363.0,2078954217437.596,25616.65087724047,9.59625,
Germany,1993,Open burning of waste,81156363.0,2078954217437.596,25616.65087724047,0.58115,0.0126337
Germany,1993,Other natural emissions (please specify in the IIR),81156363.0,2078954217437.596,25616.65087724047,0.7535,
Germany,1993,Other organic fertilisers applied to soils (including compost),81156363.0,2078954217437.596,25616.65087724047,0.990231,
Germany,1993,Other product use (please specify in the IIR),81156363.0,2078954217437.596,25616.65087724047,0.273326,0.0975771
Germany,1993,Other stationary (including military),81156363.0,2078954217437.596,25616.65087724047,2.17524,11.0926
Germany,1993,"Other, Mobile (including military, land based and recreational boats)",81156363.0,2078954217437.596,25616.65087724047,20.1568,1.04979
Germany,1993,Petroleum refining,81156363.0,2078954217437.596,25616.65087724047,31.4078,114.395
Germany,1993,Pipeline transport,81156363.0,2078954217437.596,25616.65087724047,3.8225,0.00299334
Germany,1993,Public electricity and heat production,81156363.0,2078954217437.596,25616.65087724047,325.807,1511.63
