Population,GDP_USD,gdp_per_capita,country,sectorName,year,pollutantName,value,unit
79433029.0,1778162195860.0654,22385.677825027487,Germany,Manure management - Other animals (please specify in the IIR),1990,NOx,0.0076906,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Manure management - Other poultry,1990,NOx,0.00282119,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Manure management - Sheep,1990,NOx,0.0400321,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Manure management - Swine,1990,NOx,0.360377,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Manure management - Turkeys,1990,NOx,0.00342668,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Mobile combustion in manufacturing industries and construction (please specify in the IIR),1990,NOx,34.6541,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Mobile combustion in manufacturing industries and construction (please specify in the IIR),1990,SOx,2.6625,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,National navigation (shipping),1990,NOx,53.2464,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,National navigation (shipping),1990,SOx,10.873,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Nickel production,1990,SOx,0.015696,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Nitric acid production,1990,NOx,11.3009,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Open burning of waste,1990,NOx,0.595324,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Open burning of waste,1990,SOx,0.0129418,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Other metal production (please specify in the IIR),1990,SOx,25.0194,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Other mineral products (please specify in the IIR),1990,SOx,17.4048,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Other natural emissions (please specify in the IIR),1990,NOx,1.21825,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Other organic fertilisers applied to soils (including compost),1990,NOx,0.428476,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Other product use (please specify in the IIR),1990,SOx,0.0545687,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Other product use (please specify in the IIR),1990,NOx,0.310201,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Other stationary (including military),1990,NOx,5.48938,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Other stationary (including military),1990,SOx,65.8244,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,"Other, Mobile (including military, land based and recreational boats)",1990,SOx,3.4701,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,"Other, Mobile (including military, land based and recreational boats)",1990,NOx,41.1736,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Petroleum refining,1990,NOx,36.8372,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Petroleum refining,1990,SOx,161.494,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Pipeline transport,1990,NOx,3.98705,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Pipeline transport,1990,SOx,0.00272286,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Public electricity and heat production,1990,NOx,464.365,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Public electricity and heat production,1990,SOx,2435.31,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Pulp and paper industry,1990,NOx,2.21,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Pulp and paper industry,1990,SOx,33.5475,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Railways,1990,NOx,45.4881,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Railways,1990,SOx,8.26854,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Residential: Household and gardening (mobile),1990,NOx,0.0814518,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Residential: Household and gardening (mobile),1990,SOx,0.0219985,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Residential: Stationary,1990,NOx,90.2872,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Residential: Stationary,1990,SOx,607.8,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Road paving with asphalt,1990,NOx,0.75,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Road paving with asphalt,1990,SOx,1.5,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Road transport: Heavy duty vehicles and buses,1990,NOx,482.148,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Road transport: Heavy duty vehicles and buses,1990,SOx,34.7746,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Road transport: Light duty vehicles,1990,NOx,32.8169,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Road transport: Light duty vehicles,1990,SOx,2.97985,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Road transport: Mopeds & motorcycles,1990,NOx,2.48532,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Road transport: Mopeds & motorcycles,1990,SOx,0.228276,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Road transport: Passenger cars,1990,NOx,795.978,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Road transport: Passenger cars,1990,SOx,34.1977,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Sewage sludge applied to soils,1990,NOx,1.08094,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",1990,NOx,3.5962,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",1990,SOx,13.2513,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Stationary combustion in manufacturing industries and construction: Iron and steel,1990,NOx,50.315,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Stationary combustion in manufacturing industries and construction: Iron and steel,1990,SOx,39.5263,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,1990,NOx,2.21315,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,1990,SOx,6.86326,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Stationary combustion in manufacturing industries and construction: Non-metallic minerals,1990,NOx,2.63684,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Stationary combustion in manufacturing industries and construction: Non-metallic minerals,1990,SOx,11.1155,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),1990,NOx,201.214,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),1990,SOx,832.303,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Titanium dioxide production,1990,NOx,0.03682,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Titanium dioxide production,1990,SOx,2.58,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Urine and dung deposited by grazing animals,1990,NOx,8.84265,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,"Venting and flaring (oil, gas, combined oil and gas)",1990,NOx,7.60404,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,"Venting and flaring (oil, gas, combined oil and gas)",1990,SOx,12.2572,kt
79433029.0,1778162195860.0654,22385.677825027487,Germany,Zinc production,1990,SOx,0.5049,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Adipic acid production,1991,NOx,0.0965472,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Agriculture other (please specify in the IIR),1991,NOx,0.000189514,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Agriculture/Forestry/Fishing: National fishing,1991,NOx,0.333579,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Agriculture/Forestry/Fishing: National fishing,1991,SOx,0.162356,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,1991,SOx,4.49632,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,1991,NOx,66.2004,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Agriculture/Forestry/Fishing: Stationary,1991,NOx,4.28085,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Agriculture/Forestry/Fishing: Stationary,1991,SOx,14.589,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Aluminium production,1991,NOx,0.6903,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Aluminium production,1991,SOx,7.17912,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Ammonia production,1991,NOx,2.41095,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Animal manure applied to soils,1991,NOx,40.9946,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Cement production,1991,NOx,33.7566,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Cement production,1991,SOx,7.98542,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Chemical industry: Other (please specify in the IIR),1991,SOx,22.4717,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Commercial/Institutional: Mobile,1991,SOx,0.434581,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Commercial/Institutional: Mobile,1991,NOx,11.0801,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Commercial/Institutional: Stationary,1991,NOx,45.0279,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Commercial/Institutional: Stationary,1991,SOx,205.913,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Copper production,1991,SOx,3.4644,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Cremation,1991,NOx,0.155196,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Cremation,1991,SOx,0.0212571,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Domestic aviation LTO (civil),1991,NOx,2.69142,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Domestic aviation LTO (civil),1991,SOx,0.166377,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Domestic aviation cruise (civil),1991,NOx,7.46757,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Domestic aviation cruise (civil),1991,SOx,0.393319,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Forest fires,1991,NOx,0.129051,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Forest fires,1991,SOx,0.0309723,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Fugitive emission from solid fuels: Solid fuel transformation,1991,NOx,0.347133,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Fugitive emission from solid fuels: Solid fuel transformation,1991,SOx,2.35484,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,"Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",1991,NOx,0.077044,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,"Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",1991,SOx,0.00518,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Fugitive emissions oil: Refining and storage,1991,NOx,0.278979,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Fugitive emissions oil: Refining and storage,1991,SOx,5.08717,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Glass production,1991,NOx,29.8941,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Glass production,1991,SOx,15.0746,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Inorganic N-fertilizers (includes also urea application),1991,NOx,80.2042,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,International aviation LTO (civil),1991,NOx,3.81233,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,International aviation LTO (civil),1991,SOx,0.250384,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,International aviation cruise (civil),1991,NOx,46.4112,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,International aviation cruise (civil),1991,SOx,2.92062,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,International maritime navigation,1991,NOx,117.165,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,International maritime navigation,1991,SOx,90.715,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Iron and steel production,1991,NOx,4.37256,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Iron and steel production,1991,SOx,9.90953,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Lead production,1991,SOx,0.74415,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Lime production,1991,NOx,8.58622,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Lime production,1991,SOx,1.36447,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manufacture of solid fuels and other energy industries,1991,NOx,91.1262,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manufacture of solid fuels and other energy industries,1991,SOx,571.775,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manure management - Broilers,1991,NOx,0.00558361,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manure management - Dairy cattle,1991,NOx,0.787435,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manure management - Goats,1991,NOx,0.00217911,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manure management - Horses,1991,NOx,0.241273,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manure management - Laying hens,1991,NOx,0.0130648,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manure management - Non-dairy cattle,1991,NOx,0.719372,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manure management - Other animals (please specify in the IIR),1991,NOx,0.00750225,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manure management - Other poultry,1991,NOx,0.00260252,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manure management - Sheep,1991,NOx,0.0385296,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manure management - Swine,1991,NOx,0.330102,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Manure management - Turkeys,1991,NOx,0.00363299,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Mobile combustion in manufacturing industries and construction (please specify in the IIR),1991,NOx,33.7021,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Mobile combustion in manufacturing industries and construction (please specify in the IIR),1991,SOx,2.00601,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,National navigation (shipping),1991,NOx,51.2933,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,National navigation (shipping),1991,SOx,8.98358,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Nitric acid production,1991,NOx,10.3961,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Open burning of waste,1991,SOx,0.0128391,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Open burning of waste,1991,NOx,0.5906,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Other natural emissions (please specify in the IIR),1991,NOx,1.21825,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Other organic fertilisers applied to soils (including compost),1991,NOx,0.548171,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Other product use (please specify in the IIR),1991,NOx,0.310674,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Other product use (please specify in the IIR),1991,SOx,0.0600654,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Other stationary (including military),1991,NOx,4.41641,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Other stationary (including military),1991,SOx,38.7808,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,"Other, Mobile (including military, land based and recreational boats)",1991,NOx,24.1073,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,"Other, Mobile (including military, land based and recreational boats)",1991,SOx,1.3504,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Petroleum refining,1991,NOx,32.5957,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Petroleum refining,1991,SOx,125.667,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Pipeline transport,1991,NOx,4.01097,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Pipeline transport,1991,SOx,0.00286118,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Public electricity and heat production,1991,NOx,414.748,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Public electricity and heat production,1991,SOx,1908.76,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Pulp and paper industry,1991,NOx,1.738,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Pulp and paper industry,1991,SOx,2.30662,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Railways,1991,NOx,38.9599,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Railways,1991,SOx,2.82817,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Residential: Household and gardening (mobile),1991,NOx,0.100073,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Residential: Household and gardening (mobile),1991,SOx,0.0242014,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Residential: Stationary,1991,NOx,90.9945,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Residential: Stationary,1991,SOx,347.13,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Road paving with asphalt,1991,NOx,0.8325,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Road paving with asphalt,1991,SOx,1.665,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Road transport: Heavy duty vehicles and buses,1991,NOx,508.21,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Road transport: Heavy duty vehicles and buses,1991,SOx,28.1237,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Road transport: Light duty vehicles,1991,NOx,35.5484,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Road transport: Light duty vehicles,1991,SOx,2.85662,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Road transport: Mopeds & motorcycles,1991,NOx,2.66415,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Road transport: Mopeds & motorcycles,1991,SOx,0.222894,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Road transport: Passenger cars,1991,NOx,710.132,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Road transport: Passenger cars,1991,SOx,30.2082,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Sewage sludge applied to soils,1991,NOx,1.08094,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",1991,NOx,3.33237,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,"Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",1991,SOx,11.6611,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Stationary combustion in manufacturing industries and construction: Iron and steel,1991,NOx,43.2039,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Stationary combustion in manufacturing industries and construction: Iron and steel,1991,SOx,34.975,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,1991,NOx,1.53393,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Stationary combustion in manufacturing industries and construction: Non-ferrous metals,1991,SOx,3.63477,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Stationary combustion in manufacturing industries and construction: Non-metallic minerals,1991,NOx,2.02835,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Stationary combustion in manufacturing industries and construction: Non-metallic minerals,1991,SOx,4.47167,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),1991,NOx,158.504,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR),1991,SOx,522.263,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Titanium dioxide production,1991,NOx,0.034716,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Titanium dioxide production,1991,SOx,2.35,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Urine and dung deposited by grazing animals,1991,NOx,8.09241,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,"Venting and flaring (oil, gas, combined oil and gas)",1991,NOx,6.29096,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,"Venting and flaring (oil, gas, combined oil and gas)",1991,SOx,10.2093,kt
80013896.0,1875792575132.587,23443.33508185362,Germany,Zinc production,1991,SOx,0.5346,kt
80624598.0,2141377582968.0647,26559.85438796315,Germany,Adipic acid production,1992,NOx,0.112363,kt
80624598.0,2141377582968.0647,26559.85438796315,Germany,Agriculture other (please specify in the IIR),1992,NOx,0.000253973,kt
80624598.0,2141377582968.0647,26559.85438796315,Germany,Agriculture/Forestry/Fishing: National fishing,1992,NOx,0.328587,kt
80624598.0,2141377582968.0647,26559.85438796315,Germany,Agriculture/Forestry/Fishing: National fishing,1992,SOx,0.159926,kt
80624598.0,2141377582968.0647,26559.85438796315,Germany,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,1992,SOx,4.40602,kt
80624598.0,2141377582968.0647,26559.85438796315,Germany,Agriculture/Forestry/Fishing: Off-road vehicles and other machinery,1992,NOx,65.1886,kt
80624598.0,2141377582968.0647,26559.85438796315,Germany,Agriculture/Forestry/Fishing: Stationary,1992,NOx,3.76875,kt
80624598.0,2141377582968.0647,26559.85438796315,Germany,Agriculture/Forestry/Fishing: Stationary,1992,SOx,9.81808,kt
80624598.0,2141377582968.0647,26559.85438796315,Germany,Aluminium production,1992,SOx,6.26912,kt
80624598.0,2141377582968.0647,26559.85438796315,Germany,Aluminium production,1992,NOx,0.6028,kt
